Eu estou comendo queijo.	Eu comi o queijo.
A questão é delicada.	Uma questão delicada.
Você não estudou História na escola?	Tu não estudaste História na escola?
Você não estudou História na escola?	Vocês não estudaram História na escola?
Quem duvida?	Quem duvidaria?
Eu fui perguntado se eu pensava que seria uma boa ideia fazer isso.	Perguntaram-me se eu achava boa ideia fazer isso.
Você acha que poderia convencer Tom a parar de fazer isso?	Você acha que seria possível você convencer o Tom a parar de fazer isso/aquilo?
Por mais que eu tenha rezado, os deuses não me ouviram.	Rezei muito, mas os deuses não me ouviram.
Ela o ama em segredo.	Ela secretamente gosta dele.
Nada aconteceu depois da meia-noite.	Nada aconteceu após a meia-noite.
Nós não vamos deixar eles matarem você.	Nós não deixaremos eles matarem você.
Não vamos deixar que te matem.	Nós não vamos deixar eles matarem você.
Layla não queria sair de casa.	Layla não quis sair de casa.
Essa gravador precisa de reparos.	Essa gravador precisa ser consertado.
Por favor, reserve esta mesa para mim.	Por favor, reservem esta mesa para nós.
Eu não achei que Tom pudesse fazê-lo.	Eu não achava que Tom poderia fazê-lo.
Eu pensei que fosse uma péssima ideia.	Eu pensava que era uma péssima ideia.
Pegue este pedaço de giz e escreva no quadro.	Paga este pedaço de giz e escreve na lousa.
Todas as portas estão abertas, mas não há correntes de ar.	Todas as portas estão abertas de par em par, mas não há nenhuma corrente de ar.
Eu não te perguntaria isso se eu não estivesse interessado.	Não te haveria indagado sobre isso, se eu não estivesse interessado.
Eu achei que não fosse boa ideia.	Eu achava que não era boa ideia.
Para quem você fez isso?	Para quem fizeste isso?
Para quem você fez isso?	Para quem vocês fizeram isso?
Eu prefiro o açúcar não refinado a consumir adoçantes.	Prefiro o açúcar em bruto a consumir adoçantes.
Podemos fazer isso aqui?	A gente pode fazer isso aqui?
Você não está preocupado?	Você não está preocupada?
Você não está preocupado?	Vocês não estão preocupados?
Eu não gosto de ficar sem fazer nada.	Eu não gosto de ficar ocioso.
Você não é meu amigo?	Você não é minha amiga?
Minha casa é vizinha à de Tom.	Minha casa fica ao lado da casa de Tom.
Não vejo a hora de sair deste lugar.	Mal posso esperar para sair deste lugar.
Essa mancha não se apaga nunca mais.	Essa nódoa não sai mais nunca.
O Tom disse achar necessário que fizéssemos isso?	Tom disse que achava necessário fazermos isso?
Você quer ir à academia com a gente?	Você quer ir à academia conosco?
Você achou que eu o deixaria aqui?	Vocês acharam que eu os deixaria aqui?
Você achou que eu o deixaria aqui?	Vocês acharam que eu deixaria vocês aqui?
Você já é casado, não é?	Vocês já são casados, não é?
Você ainda não está morando em Boston?	Vocês ainda não estão morando em Boston?
Você não acha que pode consertar isso?	Tu não acreditas que isso possa ser consertado?
Você não acha que pode consertar isso?	Vocês não pensam que podem consertar isso?
Você não acha que pode consertar isso?	Vós não credes ser possível consertar isso?
Você não acha que pode consertar isso?	Vós não sois de opinião que isso pode ser consertado?
Você não acha que pode consertar isso?	O senhor não acha que é possível consertar isso?
Você não acha que pode consertar isso?	Não parece à senhora que isso pode ser consertado?
Você não acha que pode consertar isso?	Aos senhores não parece que se possa consertar isso?
Você não acha que pode consertar isso?	As senhoras não acreditam ser possível consertar isso?
Você não quer algo para fazer?	Você não quer alguma coisa para fazer?
A família de Leila era muito tradicional.	Leila era de uma família muito tradicional.
Leila levou um tiro, mas sobreviveu.	Leila foi baleada, mas sobreviveu.
Grita!	Grite!
Você não está incomodado com isso?	Você não fica incomodado com isso?
O Sami estava a repreender a Layla.	Sami estava censurando Leila.
Eu fiquei do seu lado e você me ignorou.	Eu apoiei-te e tu ignoraste-me.
Leila ficou imediatamente zangada com Sami.	Leila zangou-se imediatamente com Sami.
Leila ficou imediatamente zangada com Sami.	Layla ficou instantaneamente brava com Sami.
Layla provavelmente reconheceu que algo estava errado com ela.	Layla provavelmente percebeu que havia algo de errado com ela.
Eu acho que isso não está mais funcionando.	Eu não creio que isso ainda esteja funcionando.
A Layla precisava de sair daqui.	Leila precisava sair daqui.
Layla sempre dá o seu melhor.	Leila sempre tenta fazer tudo o que está ao seu alcance.
Sami decidiu continuar a esfaquear Leila.	Sami decidiu continuar apunhalando Leila.
Sami queria ver Leila morta.	Sami queria que Leila morresse.
O Sami queria a Layla morta.	Sami queria ver Leila morta.
Sami ficou estrangulando Leila até ouvir um estalo.	O Sami estrangulou a Layla até que ele ouvisse um estalido.
É alto o preço que se tem de pagar por trair Leila.	Há um preço alto a pagar por trair Leila.
Havia muitas coisas a respeito das quais Leila não era honesta.	Havia um monte de coisas sobre as quais Laila não era honesta.
Leila não imaginou que aquilo fosse tão longe.	Leila não imaginava que aquilo iria tão longe.
A Layla estava a conduzir um carro roubado.	Leila estava dirigindo um carro roubado.
A Layla nunca irá magoar alguém.	Leila nunca machucará alguém.
A Layla apaixonou-se por um homem elegante e casou-se.	Leila se apaixonou por um homem bonito e se casou.
Você não está pronto para começar?	Você não está pronta para começar?
Você não é claustrofóbico?	Você não é claustrofóbica?
O Tom não deveria fazer isso hoje.	Tom precisa fazer isso hoje.
Estou em paz com minha consciência.	Minha consciência não me culpa.
Eu falo com ele, cara a cara.	Vou falar com ele, olhos nos olhos.
Leila foi condenada a cumprir duas vezes consecutivas a pena de prisão perpétua.	Leila foi condenada a cumprir duas penas de prisão perpétua consecutivas.
Ele se fechou na adega.	Ele se encerrou na adega.
O que você pretende fazer é perigoso.	O que estás pretendendo fazer é perigoso.
Acho que você não deveria ir lá de carro.	Eu não acho que você devesse ir para lá de carro.
Eu gostaria de saber por que o Tom não fez o que ele deveria fazer.	Eu adoraria saber por que Tom não fez o que ele estava combinado para ele fazer.
Eles estão mortos para mim.	Elas estão mortas para mim.
Vamos mudar de lugar.	Vamos trocar de cadeiras.
O que há no seu armário?	Onde é o teu quarto?
Ninguém questiona o Tom.	Ninguém contraria o Tom.
Você pode usar o meu guarda-chuva.	Eu te empresto meu guarda-chuva.
Eu estou feliz que eles gostem disso.	Fico feliz que gostem.
Os especialistas em oncologia vêm recomendando, como uma forma de evitar enfermidades, o consumo regular de frutas, vegetais, cereais e legumes.	Especialistas em oncologia há muito recomendam como uma forma de não ficar doente o consumo regular de frutas, verduras, cereais e leguminosas.
Quanto mais científico o assunto, menor a possibilidade de interpretações diversas.	Quanto mais cientifico for o assunto, menor é a possibilidade de interpretações diferentes.
A paciência deles está chegando ao fim.	A paciência deles está se esgotando.
Eu quero que você faça isso imediatamente.	Eu quero que vocês façam isso imediatamente.
Leila não queria morrer sozinha.	Leila não queria estar sozinha quando morresse.
Custe o que custar, eu vou apresentar o meu projeto.	Custe quanto custar, apresentarei meu projeto.
Eu gosto da minha tia.	Amo a minha tia.
Eu amo meu primo.	Eu amo minha prima.
Seria uma honra trabalhar com você.	Seria uma honra trabalhar contigo.
Encontra-o.	Encontre-o.
Duas águias não vivem no mesmo ninho.	Duas águias não se aninham juntas.
Tom não gosta dos amigos de Maria.	Tom não gosta das amigas de Maria.
A foto foi forjada.	A foto foi adulterada.
É uma foto forjada.	É uma foto adulterada.
Ainda tenho que fazer algumas coisas.	Tenho ainda algumas coisas que fazer.
Tom deu um beijo na Mary e saiu do carro.	Tom beijou a Mary e saiu do carro.
O Tomás tem ajudado a Maria nos seus trabalhos para casa.	O Tomás tem andado a ajudar a Maria nos seus deveres de casa.
Tom estudou a tarde inteira.	Tom tem estudado a tarde inteira.
O Tom provavelmente não vai tentar fazer isso.	O Tom provavelmente não tentará fazer isso.
Seria correto pedir para Tom fazer isso?	Seria conveniente pedir a Tom fazer isso?
O Tom sentiu muita dor.	Tom sentia muita dor.
Eu me pergunto por que o Tom pediu para a Mary fazer aquilo.	Eu só queria saber por que Tom pediu a Mary que fizesse isso.
Eu disse para Tom que ele deve comprar o mais barato.	Eu disse a Tom que ele deveria comprar o mais barato.
O Tom vai encontrar uma outra forma de fazer isso.	O Tom vai encontrar um outro jeito de fazer isso.
O Tom olhou novamente o contrato.	O Tom deu uma outra olhada no contrato.
Tom nos pediu que fizéssemos tudo para chegar lá na hora.	Tom nos pediu que não deixássemos de chegar lá pontualmente.
Vou ir com Tom a Boston.	Vou levar Tom comigo para Boston.
O Tom sabia que ele não tinha dinheiro o suficiente para comprar tudo o que ele queria.	Tom sabia que não tinha dinheiro suficiente para comprar tudo aquilo de que precisava.
O Tom vai tentar convencer a Mary a não fazer isso.	Tom tentará persuadir Mary a não fazer isso.
A única pessoa de quem o Tom gosta é a Maria.	A única pessoa que o Tom gosta é da Mary.
O Tom não sabia que isso iria acontecer.	Tom não achou que isso ia acontecer.
Você disse que precisava de mais tempo.	Vocês disseram que precisavam de mais tempo.
Sami foi baleado de muito perto.	Sami foi baleado à queima-roupa.
Todos os dias perdiam-se ali muitas vidas humanas em lutas políticas.	Extinguiam-se ali, diariamente, muitas vidas humanas em conflitos políticos.
Não leio muito.	Eu não leio muito.
Eu preciso ler mais.	Eu deveria ler mais.
Preciso ler mais.	Eu deveria ler mais.
Em Inglês existe uma palavra que significa "faculdade de fazer, acidentalmente, descobertas felizes e inesperadas".	Em Inglês há uma palavra que se aplica a tudo "o que é afortunado e descoberto por acidente ou mero acaso".
Logo depois do aquecimento, o forno estava ardente; depois de uma hora, ele estava apenas quente; depois de duas horas, ele estava apenas um pouco morno; e, depois de três horas, ele estava totalmente frio.	Logo depois de aceso, o forno estava muito quente; uma hora depois, estava apenas quente; passadas duas horas, estava não mais que morno, e depois de três horas estava já completamente frio.
Você já viveu no exterior?	Você já morou no exterior?
Teus pensamentos te traem.	Vossos pensamentos vos traem.
Desde que ele morreu, ela está inconsolável.	Desde quando ele morreu, ela se encontra inconsolável.
Eles contrataram um professor.	Eles contrataram um maestro.
Já fomos a Paris?	Estivemos em Paris?
Acredito em um Deus, o Pai Todo Poderoso, Criador do Céu e da Terra, de todas as coisas visíveis e invisíveis.	Eu creio em um Deus único, o Pai todo poderoso, Criador do céu e da terra, de todas as coisas visíveis e invisíveis.
Não deixe de me visitar qualquer dia desses.	Não deixes de me visitar, um destes dias.
O amor é qual o sarampo. Quanto mais velho você for quando o contrair, pior será o ataque.	O amor é como o sarampo. Quanto mais velho fores, pior o ataque.
O que você pediu a Deus?	O que pediste a Deus?
O que você está pedindo a Deus?	O que estás a pedir a Deus?
Esta camisola é muito apertada para mim.	Este suéter está muito apertado para mim.
Tanto o ferro é aquecido que fica vermelho.	Aquecemos tanto o ferro que ele queimou.
Eu gosto de gramática.	Eu estudo gramática.
Isso tudo é muito aproximado.	Isto é tudo muito aproximado.
Não são tantos como pode parecer.	Eles não são tantos quanto uma pessoa pode pensar.
Era muito dinheiro para aqueles tempos.	Era muito dinheiro naquela época.
É uma pena que naquele tempo não tivéssemos entendido isso.	Mas que pena que depois nós não compreendemos isto.
Você deve lidar com uma arma como se ela estivesse carregada, ainda que não esteja.	Deves manobrar a arma como se estivesse carregada, mesmo que não esteja.
O excremento das aves é um excelente fertilizante.	Excremento de pássaro é um excelente fertilizante.
Quanto tempo você vai levar para preparar os sanduíches?	Quanto tempo vai demorar para que tu prepares as sandes?
Neste momento não encontro as palavras adequadas.	Neste momento não consigo encontrar as palavras apropriadas.
O Tom deveria ter alguém que faça isso por ele.	Tom deve mandar alguém fazer isso para ele.
Por natureza eu sou, mais que tudo, pessimista.	Eu sou maioritariamente pessimista por natureza.
Em sua própria casa todo homem é grande.	Na sua própria casa cada qual é um grande homem.
Em sua própria casa todo homem é grande.	Todo mundo manda em sua própria casa.
É mais fácil prejudicar do que ajudar.	Prejudicar é mais fácil que ser útil.
O Tom jurou nunca mais meter os pés naquele lugar.	Tom jurou nunca mais pisar naquele lugar.
Por que eu deveria te ouvir?	Por que eu deveria ouvi-la?
Nada tinha se movido.	Nada se movera.
Vou lhes pedir que vão e mudem.	Vou lhe pedir que vá e mude.
O Jean faz música, mas não canta.	João toca, mas não canta.
Seria melhor se você repousasse aqui.	Seria melhor que vocês repousassem aqui.
Logo você terá esquecido o mundo, e logo o mundo terá esquecido você.	Logo tu terás esquecido o mundo e o mundo te terá esquecido.
É preciso ser um grande homem para ser um bom ouvinte.	Só um grande homem pode ser um bom ouvinte.
O dinheiro não compra isenção à doença.	Dinheiro não compra isenção a doença.
Ele se ama.	Ela se ama.
Devo colocar a mesa?	Devo pôr a mesa?
Eu já estava pensando que você não viria.	Cheguei a pensar que você não viesse.
Eu já estava pensando que você não viria.	Eu já estava pensando que vocês não viriam.
Eu já estava pensando que você não viria.	Cheguei a pensar que tu não viesses.
Tom pode estar furioso.	Tom pode ficar furioso.
Tom tem muitas roupas.	Tom tem um monte de roupas.
Tom tem muitas tatuagens.	Tom tem um monte de tatuagens.
Tom disse que ninguém estava acordado.	Tom disse que não havia ninguém acordado.
Você sabe se Tom planeja fazer isso?	Vocês sabem se o Tom tem a intenção de fazer isso?
Você sabe se Tom planeja fazer isso?	Tu sabes se o Tom deseja fazer isso?
Tom disse que não poderia fazer isso.	Tom disse que não seria capaz de fazer isso.
Às vezes, perguntas nos fornecem mais informações do que respostas.	Às vezes as perguntas nos proporcionam mais informações que as respostas.
Estou à procura de alguém que entenda francês.	Estou procurando alguém que entenda francês.
Pode economizar muito dinheiro se comprar por atacado.	Podes economizar muito dinheiro se comprares por atacado.
Eu acho que o Tom não teria deixado de vir se soubesse a importância da reunião.	Eu acho que o Tom não teria se ausentado se ele soubesse o quão importante esta reunião foi.
Eu me pergunto se o Tom é artístico.	Me pergunto se Tom é artístico.
Eu não achei que o Tom tivesse feito aquilo.	Eu não achava que o Tom tenha feito aquilo.
